SR no,feedback_id,feedback_text,overall_sentiment,entity,entity_type,entity_sentiment
2528,692,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for arthroscopic knee repair, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad which contradicts what I was told earlier",neutral,Dr. Nina Alvarez,doctor,neutral
2529,692,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for arthroscopic knee repair, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad which contradicts what I was told earlier",neutral,Westbridge Medical Campus,facility,neutral
2530,692,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for arthroscopic knee repair, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad which contradicts what I was told earlier",neutral,arthroscopic knee repair,surgery,neutral
2531,692,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for arthroscopic knee repair, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad which contradicts what I was told earlier",neutral,nursing staff,nurse,neutral
2532,692,"I met Dr. Nina Alvarez, at Westbridge Medical Campus, for arthroscopic knee repair, my appointment was rescheduled twice, the nurse explained the medication schedule, nothing stood out as especially good or bad which contradicts what I was told earlier",neutral,appointment,appointment,negative
2533,459,"I met Dr. Riya Patel, several things went wrong without explanation",negative,Dr. Riya Patel,doctor,negative
2534,852,"I met Dr. Nina Alvarez, the nurse explained the medication schedule, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,Dr. Nina Alvarez,doctor,neutral
2535,852,"I met Dr. Nina Alvarez, the nurse explained the medication schedule, the experience was acceptable but unremarkable felt inconsistent honestly",neutral,nursing staff,nurse,neutral
2536,823,"I met Dr. Alan Moore, at Riverside Health Clinic, the appointment process was smooth, nursing staff followed standard checks, parking signs were unclear, it met basic expectations without much impression maybe I expected more",neutral,Dr. Alan Moore,doctor,neutral
2537,823,"I met Dr. Alan Moore, at Riverside Health Clinic, the appointment process was smooth, nursing staff followed standard checks, parking signs were unclear, it met basic expectations without much impression maybe I expected more",neutral,Riverside Health Clinic,facility,neutral
2538,823,"I met Dr. Alan Moore, at Riverside Health Clinic, the appointment process was smooth, nursing staff followed standard checks, parking signs were unclear, it met basic expectations without much impression maybe I expected more",neutral,nursing staff,nurse,neutral
2539,823,"I met Dr. Alan Moore, at Riverside Health Clinic, the appointment process was smooth, nursing staff followed standard checks, parking signs were unclear, it met basic expectations without much impression maybe I expected more",neutral,appointment,appointment,positive
2540,823,"I met Dr. Alan Moore, at Riverside Health Clinic, the appointment process was smooth, nursing staff followed standard checks, parking signs were unclear, it met basic expectations without much impression maybe I expected more",neutral,parking,parking,negative
2541,427,"I met Dr. Steven Holt, at Summit Care Facility, one nurse was helpful while another seemed annoyed, I left feeling confused and frustrated",negative,Dr. Steven Holt,doctor,negative
2542,427,"I met Dr. Steven Holt, at Summit Care Facility, one nurse was helpful while another seemed annoyed, I left feeling confused and frustrated",negative,Summit Care Facility,facility,negative
2543,427,"I met Dr. Steven Holt, at Summit Care Facility, one nurse was helpful while another seemed annoyed, I left feeling confused and frustrated",negative,nurse (individual),nurse,positive
2544,255,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, the appointment process was smooth, nursing staff followed standard checks, parking was easy to find, overall the experience felt well managed and clear",positive,Dr. Hannah Brooks,doctor,positive
2545,255,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, the appointment process was smooth, nursing staff followed standard checks, parking was easy to find, overall the experience felt well managed and clear",positive,Northlake Surgery Hospital,facility,positive
2546,255,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, the appointment process was smooth, nursing staff followed standard checks, parking was easy to find, overall the experience felt well managed and clear",positive,nursing staff,nurse,positive
2547,255,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, the appointment process was smooth, nursing staff followed standard checks, parking was easy to find, overall the experience felt well managed and clear",positive,appointment,appointment,positive
2548,255,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, the appointment process was smooth, nursing staff followed standard checks, parking was easy to find, overall the experience felt well managed and clear",positive,parking,parking,positive
2549,529,"I met Dr. Hannah Brooks, for spinal fusion procedure, the appointment process was smooth, several things went wrong without explanation felt inconsistent honestly",negative,Dr. Hannah Brooks,doctor,negative
2550,529,"I met Dr. Hannah Brooks, for spinal fusion procedure, the appointment process was smooth, several things went wrong without explanation felt inconsistent honestly",negative,spinal fusion,surgery,negative
2551,529,"I met Dr. Hannah Brooks, for spinal fusion procedure, the appointment process was smooth, several things went wrong without explanation felt inconsistent honestly",negative,spinal fusion procedure,surgery,negative
2552,529,"I met Dr. Hannah Brooks, for spinal fusion procedure, the appointment process was smooth, several things went wrong without explanation felt inconsistent honestly",negative,appointment,appointment,positive
2553,198,"I met Dr. Nina Alvarez, for minor outpatient biopsy, the appointment started late, nursing staff followed standard checks, everything important was handled professionally",negative,Dr. Nina Alvarez,doctor,negative
2554,198,"I met Dr. Nina Alvarez, for minor outpatient biopsy, the appointment started late, nursing staff followed standard checks, everything important was handled professionally",negative,minor outpatient biopsy,surgery,negative
2555,198,"I met Dr. Nina Alvarez, for minor outpatient biopsy, the appointment started late, nursing staff followed standard checks, everything important was handled professionally",negative,nursing staff,nurse,negative
2556,198,"I met Dr. Nina Alvarez, for minor outpatient biopsy, the appointment started late, nursing staff followed standard checks, everything important was handled professionally",negative,appointment,appointment,negative
2557,738,"I met Dr. Hannah Brooks, at Summit Care Facility, the appointment started late, it met basic expectations without much impression not sure why this happened",neutral,Dr. Hannah Brooks,doctor,neutral
2558,738,"I met Dr. Hannah Brooks, at Summit Care Facility, the appointment started late, it met basic expectations without much impression not sure why this happened",neutral,Summit Care Facility,facility,neutral
2559,738,"I met Dr. Hannah Brooks, at Summit Care Facility, the appointment started late, it met basic expectations without much impression not sure why this happened",neutral,appointment,appointment,negative
2560,323,"I met Dr. Steven Holt, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, overall the experience felt well managed and clear not sure why this happened",neutral,Dr. Steven Holt,doctor,neutral
2561,323,"I met Dr. Steven Holt, at Oakwood Surgical Institute, the appointment started late, I had to park far from the entrance, overall the experience felt well managed and clear not sure why this happened",neutral,Oakwood Surgical Institute,facility,neutral
